Country,State,City,Postal Code,Region,source_filename,file_month
United States,Nevada,Reno,89502,West,201912_Orders_2020_01_07_05_33_23.csv,201912
United States,Rhode Island,Providence,2908,East,201912_Orders_2020_01_07_05_33_23.csv,201912
United States,Ohio,Columbus,43229,East,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Massachusetts,Lowell,1852,East,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Wisconsin,Madison,53711,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Texas,Houston,77070,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,North Carolina,Jacksonville,28540,South,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,California,San Francisco,94122,West,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Maryland,Clinton,20735,East,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,New York,New York City,10035,East,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Georgia,Sandy Springs,30328,South,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Illinois,Chicago,60623,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Texas,Corpus Christi,78415,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Oklahoma,Oklahoma City,73120,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Missouri,Saint Louis,63116,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,New York,New York City,10024,East,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,California,Los Angeles,90045,West,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,California,Los Angeles,90032,West,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Arizona,Gilbert,85234,West,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Illinois,Decatur,62521,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Pennsylvania,Philadelphia,19134,East,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Virginia,Alexandria,22304,South,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Tennessee,Memphis,38109,South,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Illinois,Chicago,60610,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Texas,Houston,77095,Central,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,California,Los Angeles,90008,West,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Oregon,Springfield,97477,West,201912_Orders_2020_01_10_18_10_56.csv,201912
United States,Ohio,Columbus,43229,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Massachusetts,Lowell,1852,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Wisconsin,Madison,53711,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Houston,77070,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,North Carolina,Jacksonville,28540,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,San Francisco,94122,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Maryland,Clinton,20735,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,New York,New York City,10035,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Georgia,Sandy Springs,30328,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Illinois,Chicago,60623,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Corpus Christi,78415,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Oklahoma,Oklahoma City,73120,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Missouri,Saint Louis,63116,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,New York,New York City,10024,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Los Angeles,90045,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Los Angeles,90032,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Arizona,Gilbert,85234,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Illinois,Decatur,62521,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Pennsylvania,Philadelphia,19134,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Virginia,Alexandria,22304,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Tennessee,Memphis,38109,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Illinois,Chicago,60610,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Houston,77095,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Los Angeles,90008,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Oregon,Springfield,97477,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Washington,Seattle,98103,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Los Angeles,90049,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,San Francisco,94109,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Virginia,Virginia Beach,23464,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Washington,Olympia,98502,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Oregon,Salem,97301,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,San Francisco,94110,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Houston,77041,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Arizona,Mesa,85204,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Brownsville,78521,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Illinois,Chicago,60653,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Idaho,Caldwell,83605,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,New York,New York City,10009,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Florida,Miami,33178,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,San Antonio,78207,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Fresno,93727,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Oakland,94601,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Concord,94521,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Arizona,Phoenix,85023,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Kentucky,Henderson,42420,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Florida,Deltona,32725,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Ohio,Marion,43302,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,San Diego,92037,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,El Paso,79907,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Pennsylvania,Philadelphia,19140,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Huntsville,77340,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Beaumont,77705,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Florida,Jacksonville,32216,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Michigan,Detroit,48227,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Florida,Hialeah,33012,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Sacramento,95823,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Virginia,Springfield,22153,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Georgia,Columbus,31907,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Alabama,Florence,35630,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Tennessee,Columbia,38401,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Colorado,Thornton,80229,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Arizona,Tucson,85705,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Ohio,Hamilton,45011,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Indiana,Indianapolis,46203,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Virginia,Harrisonburg,22801,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Grand Prairie,75051,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Delaware,Newark,19711,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,San Diego,92024,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,San Jose,95123,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,New York,New York City,10011,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Indiana,Richmond,47374,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Florida,Tampa,33614,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Port Arthur,77642,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Florida,Miami,33180,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Ohio,Cleveland,44105,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Colorado,Colorado Springs,80906,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Illinois,Skokie,60076,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Moreno Valley,92553,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Los Angeles,90004,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Fort Worth,76106,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Alabama,Decatur,35601,South,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Massachusetts,Beverly,1915,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Pennsylvania,Philadelphia,19143,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Anaheim,92804,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,California,Brentwood,94513,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,New Mexico,Albuquerque,87105,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Ohio,Kent,44240,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Illinois,Saint Charles,60174,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Minnesota,Cottage Grove,55016,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Texas,Laredo,78041,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Michigan,Taylor,48180,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Pennsylvania,Philadelphia,19120,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,New York,Watertown,13601,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Massachusetts,Franklin,2038,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Missouri,Columbia,65203,Central,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Nevada,Reno,89502,West,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Rhode Island,Providence,2908,East,201912_Orders_2020_01_13_08_37_08.csv,201912
United States,Ohio,Medina,44256,East,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Delaware,Newark,19711,East,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Texas,Dallas,75217,Central,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Texas,Baytown,77520,Central,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Minnesota,Woodbury,55125,Central,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Virginia,Alexandria,22304,South,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Washington,Seattle,98103,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,New York,New York City,10009,East,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,California,San Francisco,94110,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Colorado,Colorado Springs,80906,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Kentucky,Henderson,42420,South,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,New York,New York City,10011,East,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Ohio,Toledo,43615,East,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Georgia,Columbus,31907,South,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,California,Los Angeles,90004,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Tennessee,Bartlett,38134,South,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Massachusetts,Lawrence,1841,East,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Illinois,Park Ridge,60068,Central,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Texas,Texas City,77590,Central,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Montana,Bozeman,59715,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Florida,West Palm Beach,33407,South,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,California,Moreno Valley,92553,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,California,Los Angeles,90036,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Ohio,Cleveland,44105,East,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,North Carolina,Concord,28027,South,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Texas,Houston,77070,Central,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,California,Los Angeles,90049,West,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Minnesota,Minneapolis,55407,Central,202001_Orders_2020_02_01_17_27_48.csv,202001
United States,Ohio,Medina,44256,East,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Delaware,Newark,19711,East,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Texas,Dallas,75217,Central,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Texas,Baytown,77520,Central,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Minnesota,Woodbury,55125,Central,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Virginia,Alexandria,22304,South,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Washington,Seattle,98103,West,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,New York,New York City,10009,East,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,California,San Francisco,94110,West,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Colorado,Colorado Springs,80906,West,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Kentucky,Henderson,42420,South,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,New York,New York City,10011,East,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Ohio,Toledo,43615,East,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Georgia,Columbus,31907,South,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,California,Los Angeles,90004,West,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Tennessee,Bartlett,38134,South,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Massachusetts,Lawrence,1841,East,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Illinois,Park Ridge,60068,Central,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Texas,Texas City,77590,Central,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Montana,Bozeman,59715,West,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Florida,West Palm Beach,33407,South,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,California,Moreno Valley,92553,West,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,California,Los Angeles,90036,West,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Ohio,Cleveland,44105,East,202001_Orders_2020_02_04_14_24_37.csv,202001
United States,Ohio,Medina,44256,East,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Delaware,Newark,19711,East,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Texas,Dallas,75217,Central,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Texas,Baytown,77520,Central,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Minnesota,Woodbury,55125,Central,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Virginia,Alexandria,22304,South,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Washington,Seattle,98103,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,New York,New York City,10009,East,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,California,San Francisco,94110,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Colorado,Colorado Springs,80906,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Kentucky,Henderson,42420,South,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,New York,New York City,10011,East,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Ohio,Toledo,43615,East,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Georgia,Columbus,31907,South,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,California,Los Angeles,90004,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Tennessee,Bartlett,38134,South,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Massachusetts,Lawrence,1841,East,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Illinois,Park Ridge,60068,Central,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Texas,Texas City,77590,Central,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Montana,Bozeman,59715,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Florida,West Palm Beach,33407,South,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,California,Moreno Valley,92553,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,California,Los Angeles,90036,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Ohio,Cleveland,44105,East,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,North Carolina,Concord,28027,South,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Texas,Houston,77070,Central,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,California,Los Angeles,90049,West,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Minnesota,Minneapolis,55407,Central,202001_Orders_2020_02_07_18_44_34.csv,202001
United States,Ohio,Medina,44256,East,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Delaware,Newark,19711,East,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Texas,Dallas,75217,Central,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Texas,Baytown,77520,Central,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Minnesota,Woodbury,55125,Central,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Virginia,Alexandria,22304,South,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Washington,Seattle,98103,West,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,New York,New York City,10009,East,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,California,San Francisco,94110,West,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Colorado,Colorado Springs,80906,West,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Kentucky,Henderson,42420,South,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,New York,New York City,10011,East,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Ohio,Toledo,43615,East,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Georgia,Columbus,31907,South,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,California,Los Angeles,90004,West,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Tennessee,Bartlett,38134,South,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Massachusetts,Lawrence,1841,East,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Illinois,Park Ridge,60068,Central,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Texas,Texas City,77590,Central,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Montana,Bozeman,59715,West,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Florida,West Palm Beach,33407,South,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,California,Moreno Valley,92553,West,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,California,Los Angeles,90036,West,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Ohio,Cleveland,44105,East,202001_Orders_2020_02_10_13_11_19.csv,202001
United States,Ohio,Medina,44256,East,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Delaware,Newark,19711,East,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Texas,Dallas,75217,Central,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Texas,Baytown,77520,Central,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Minnesota,Woodbury,55125,Central,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Virginia,Alexandria,22304,South,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Washington,Seattle,98103,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,New York,New York City,10009,East,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,California,San Francisco,94110,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Colorado,Colorado Springs,80906,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Kentucky,Henderson,42420,South,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,New York,New York City,10011,East,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Ohio,Toledo,43615,East,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Georgia,Columbus,31907,South,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,California,Los Angeles,90004,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Tennessee,Bartlett,38134,South,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Massachusetts,Lawrence,1841,East,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Illinois,Park Ridge,60068,Central,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Texas,Texas City,77590,Central,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Montana,Bozeman,59715,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Florida,West Palm Beach,33407,South,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,California,Moreno Valley,92553,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,California,Los Angeles,90036,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Ohio,Cleveland,44105,East,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,North Carolina,Concord,28027,South,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Texas,Houston,77070,Central,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,California,Los Angeles,90049,West,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,Minnesota,Minneapolis,55407,Central,202001_Orders_2020_02_13_22_51_02.csv,202001
United States,New York,Rome,13440,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,California,Los Angeles,90008,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Nebraska,Omaha,68104,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Georgia,Columbus,31907,South,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Utah,Pleasant Grove,84062,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Delaware,Wilmington,19805,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Texas,Houston,77070,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Virginia,Suffolk,23434,South,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Washington,Bellevue,98006,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Virginia,Springfield,22153,South,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Kansas,Garden City,67846,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Ohio,Columbus,43229,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Texas,San Antonio,78207,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Texas,Dallas,75220,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Illinois,Decatur,62521,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,California,Los Angeles,90049,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Pennsylvania,Philadelphia,19143,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Ohio,Akron,44312,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,New York,Rochester,14609,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,California,Los Angeles,90004,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Wisconsin,Kenosha,53142,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,New Hampshire,Dover,3820,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,California,Long Beach,90805,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,New Jersey,Perth Amboy,8861,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Arkansas,Hot Springs,71901,South,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Maryland,Columbia,21044,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,New Mexico,Las Cruces,88001,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Michigan,Sterling Heights,48310,Central,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,New York,New York City,10024,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Massachusetts,Leominster,1453,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Pennsylvania,Altoona,16602,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Rhode Island,Providence,2908,East,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Washington,Seattle,98105,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Tennessee,Columbia,38401,South,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,Georgia,Macon,31204,South,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,California,Los Angeles,90045,West,202002_Orders_2020_03_03_16_23_18.csv,202002
United States,New York,Rome,13440,East,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,California,Los Angeles,90008,West,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Nebraska,Omaha,68104,Central,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Georgia,Columbus,31907,South,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Utah,Pleasant Grove,84062,West,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Delaware,Wilmington,19805,East,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Texas,Houston,77070,Central,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Virginia,Suffolk,23434,South,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Washington,Bellevue,98006,West,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Virginia,Springfield,22153,South,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Kansas,Garden City,67846,Central,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Ohio,Columbus,43229,East,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Texas,San Antonio,78207,Central,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Texas,Dallas,75220,Central,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Illinois,Decatur,62521,Central,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,California,Los Angeles,90049,West,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Pennsylvania,Philadelphia,19143,East,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Ohio,Akron,44312,East,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,New York,Rochester,14609,East,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,California,Los Angeles,90004,West,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,Wisconsin,Kenosha,53142,Central,202002_Orders_2020_03_06_17_35_57.csv,202002
United States,New Hampshire,Dover,3820,East,202002_Orders_2020_03_06_17_35_57.csv,202002
