Product ID,Category,Sub-Category,Product Name,source_filename,file_month
OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,202001_Orders_2020_02_10_13_11_19.csv,202001
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,202001_Orders_2020_02_10_13_11_19.csv,202001
TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",202001_Orders_2020_02_10_13_11_19.csv,202001
TEC-PH-10004977,Technology,Phones,GE 30524EE4,202001_Orders_2020_02_10_13_11_19.csv,202001
TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-LA-10003223,Office Supplies,Labels,Avery 508,202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-LA-10003077,Office Supplies,Labels,Avery 500,202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,202001_Orders_2020_02_10_13_11_19.csv,202001
FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,202001_Orders_2020_02_10_13_11_19.csv,202001
TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,202001_Orders_2020_02_10_13_11_19.csv,202001
OFF-LA-10004544,Office Supplies,Labels,Avery 505,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AR-10001473,Office Supplies,Art,Newell 313,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AR-10001246,Office Supplies,Art,Newell 317,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10001937,Office Supplies,Paper,Xerox 21,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AR-10001615,Office Supplies,Art,Newell 34,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10000474,Office Supplies,Paper,Staples,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-PH-10004977,Technology,Phones,GE 30524EE4,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-LA-10003223,Office Supplies,Labels,Avery 508,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-LA-10003077,Office Supplies,Labels,Avery 500,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,202001_Orders_2020_02_13_22_51_02.csv,202001
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",202001_Orders_2020_02_13_22_51_02.csv,202001
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,202001_Orders_2020_02_13_22_51_02.csv,202001
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-EN-10003286,Office Supplies,Envelopes,Staples,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AR-10001315,Office Supplies,Art,Newell 310,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-PH-10002834,Technology,Phones,Google Nexus 5,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AR-10004999,Office Supplies,Art,Newell 315,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-10000477,Office Supplies,Paper,Xerox 22,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-LA-10002762,Office Supplies,Labels,Avery 485,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-10000249,Office Supplies,Paper,Staples,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AR-10001615,Office Supplies,Art,Newell 34,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-LA-10001641,Office Supplies,Labels,Avery 518,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-PA-20002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",202002_Orders_2020_03_03_16_23_18.csv,202002
OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,202002_Orders_2020_03_03_16_23_18.csv,202002
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,202002_Orders_2020_03_03_16_23_18.csv,202002
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-EN-10003286,Office Supplies,Envelopes,Staples,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-AR-10001315,Office Supplies,Art,Newell 310,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-PH-10002834,Technology,Phones,Google Nexus 5,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-AR-10004999,Office Supplies,Art,Newell 315,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-PA-10000477,Office Supplies,Paper,Xerox 22,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-LA-10002762,Office Supplies,Labels,Avery 485,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,202002_Orders_2020_03_06_17_35_57.csv,202002
OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,202002_Orders_2020_03_06_17_35_57.csv,202002
TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,202002_Orders_2020_03_06_17_35_57.csv,202002
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",202002_Orders_2020_03_09_07_26_55.csv,202002
FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,202002_Orders_2020_03_09_07_26_55.csv,202002
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,202002_Orders_2020_03_09_07_26_55.csv,202002
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,202002_Orders_2020_03_09_07_26_55.csv,202002
OFF-EN-10003286,Office Supplies,Envelopes,Staples,202002_Orders_2020_03_09_07_26_55.csv,202002
OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,202002_Orders_2020_03_09_07_26_55.csv,202002
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",202002_Orders_2020_03_09_07_26_55.csv,202002
OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,202002_Orders_2020_03_09_07_26_55.csv,202002
OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,202002_Orders_2020_03_09_07_26_55.csv,202002
